player_name,dist_al_arco,angulo_tiro,is_BigChance,is_Penalty,is_OneOnOne,threat,is_goal
Jean-Philippe Mateta,34.17206461424302,0.6001773266589817,0,0,0,664.0,False
Eberechi Eze,24.329611587528476,0.049342632252970114,0,0,0,373.0,False
Malo Gusto,30.60522831151566,0.43149495063009946,0,0,0,168.0,False
Liam Delap,22.561028345356952,0.8669777099339177,0,0,0,311.0,False
Andrey Santos,14.100354605470027,0.00709207967431981,1,0,0,0.0,False
Andrey Santos,11.038568747804225,0.341805171980889,0,0,0,0.0,False
Chris Wood,12.673200069437874,0.735161138538107,0,0,0,179.0,True
Elliot Anderson,22.06173157302028,0.7853981633974485,0,0,0,232.0,False
Elliot Anderson,10.02397126891333,0.49934672168012995,1,0,0,232.0,False
Morgan Gibbs-White,23.163117234085743,0.6599072359806922,0,0,0,588.0,False
Elliot Anderson,27.342640691783956,0.6296029546997263,0,0,0,232.0,False
Yehor Yarmoliuk,18.77471704180918,0.17127819784725867,0,0,0,110.0,False
Nathan Collins,13.292479076530455,1.0161842311510447,0,0,0,258.0,False
Mathias Jensen,16.16168308066954,0.7153375807589928,0,0,0,153.0,False
Igor Thiago,9.228217596047463,0.5218342798144106,0,0,0,0.0,False
Dan Ndoye,10.031948963187565,0.41012734054149086,1,0,0,178.0,True
Chris Wood,11.200892821556684,1.2151604424941362,1,0,0,179.0,True
Keane Lewis-Potter,19.431160541768993,0.05664038313937557,0,0,0,228.0,False
Keane Lewis-Potter,19.231484602078957,0.700730215137945,0,0,0,228.0,False
Ibrahim Sangaré,32.72995569810628,0.3265814346906185,0,0,0,116.0,False
Fábio Carvalho,23.27767170487633,0.561786918390657,0,0,0,0.0,False
Callum Hudson-Odoi,31.761612049768512,0.5425793241259906,0,0,0,300.0,False
Morgan Gibbs-White,8.561541917201595,0.24781151673870208,1,0,0,588.0,False
Morgan Gibbs-White,26.196373794859472,0.4124104415973873,0,0,0,588.0,False
Sepp van den Berg,7.299999999999997,0.0,0,0,0,240.0,False
Sepp van den Berg,9.392017887546857,0.3251175450401498,0,0,0,240.0,False
Igor Thiago,11.5,0.0,1,1,0,0.0,True
Bryan Mbeumo,17.9655225362359,0.7617805083924978,0,0,0,714.0,False
Patrick Dorgu,32.14498405661449,0.05291007271766339,0,0,0,262.0,False
